20190102,38750
20190103,37600
20190104,37450
20190107,38750
20190108,38100
20190109,39600
20190110,39800
20190111,40500
20190114,40050
20190115,41100
20190116,41450
20190117,41950
20190118,42300
20190121,42750
20190122,42150
20190123,42000
20190124,43050
20190125,44750
20190128,45050
20190129,45500
20190130,46400
20190131,46150
20190201,46350
20190207,46200
20190208,44800
20190211,45000
20190212,46050
20190213,46200
20190214,47500
20190215,46050
20190218,46200
20190219,45950
20190220,46900
20190221,46950
20190222,47150
20190225,47350
20190226,46750
20190227,46750
20190228,45100
20190304,44850
20190305,44250
20190306,44000
20190307,44450
20190308,43800
20190311,43650
20190312,44650
20190313,43850
20190314,43850
20190315,44200
20190318,43700
20190319,43900
20190320,44050
20190321,45850
20190322,46550
20190325,45500
20190326,45250
20190327,45350
20190328,44850
20190329,44650
20190401,45050
20190402,45750
20190403,46600
20190404,46950
20190405,46850
20190408,46650
20190409,46650
20190410,46700
20190411,46250
20190412,46850
20190415,47050
20190416,47250
20190417,47050
20190418,45600
20190419,45300
20190422,45350
20190423,45200
20190424,44750
20190425,44650
20190426,44850
20190429,46150
20190430,45850
20190502,45900
20190503,45300
20190507,44850
20190508,44250
20190509,42450
20190510,42900
20190513,42650
20190514,42650
20190515,42550
20190516,41550
20190517,41200
20190520,42000
20190521,43150
20190522,43500
20190523,43850
20190524,42700
20190527,42650
20190528,42550
20190529,41800
20190530,42550
20190531,42500
20190603,43800
20190604,43450
20190605,43900
20190607,44200
20190610,44800
20190611,44850
20190612,44600
20190613,43750
20190614,44000
20190617,43900
20190618,44350
20190619,45350
20190620,45500
20190621,45700
20190624,45500
20190625,45600
20190626,45700
20190627,46500
20190628,47000
20190701,46600
20190702,46250
20190703,45400
20190704,46000
20190705,45650
20190708,44400
20190709,45100
20190710,45550
20190711,46200
20190712,46300
20190715,46450
20190716,46850
20190717,46050
20190718,46100
20190719,46800
20190722,47200
20190723,47300
20190724,46400
20190725,47200
20190726,47150
20190729,46100
20190730,46550
20190731,45350
20190801,45200
20190802,44950
20190805,43950
20190806,43500
20190807,43200
20190808,42650
20190809,43150
20190812,43700
20190813,43000
20190814,43700
20190816,43900
20190819,43600
20190820,44450
20190821,44500
20190822,44050
20190823,43950
20190826,43600
20190827,44050
20190828,44150
20190829,43400
20190830,44000
20190902,43800
20190903,43250
20190904,44100
20190905,45700
20190906,46300
20190909,46900
20190910,47000
20190911,47150
20190916,47100
20190917,46900
20190918,47700
20190919,49150
20190920,49200
20190923,49300
20190924,49500
20190925,48900
20190926,49200
20190927,48400
20190930,49050
20191001,48850
20191002,47600
20191004,48000
20191007,47750
20191008,48900
20191010,48550
20191011,49150
20191014,50000
20191015,50100
20191016,50700
20191017,50500
20191018,49900
20191021,50300
20191022,51200
20191023,51200
20191024,50700
20191025,50900
20191028,51300
20191029,51100
20191030,50400
20191031,50400
20191101,51200
20191104,52300
20191105,52700
20191106,53300
20191107,52900
20191108,52100
20191111,51600
20191112,52600
20191113,52500
20191114,52800
20191115,53700
20191118,53500
20191119,53500
20191120,52000
20191121,51000
20191122,51600
20191125,51800
20191126,51800
20191127,52200
20191128,51300
20191129,50300
20191202,50400
20191203,49900
20191204,49450
20191205,49500
20191206,50400
20191209,51200
20191210,51500
20191211,51900
20191212,53300
20191213,54700
20191216,54700
20191217,56700
20191218,56300
20191219,56000
20191220,56000
20191223,55500
20191224,55000
20191226,55400
20191227,56500
20191230,55800
20200102,55200
20200103,55500
20200106,55500
20200107,55800
20200108,56800
20200109,58600
20200110,59500
20200113,60000
20200114,60000
20200115,59000
20200116,60700
20200117,61300
20200120,62400
20200121,61400
20200122,62300
20200123,60800
20200128,58800
20200129,59100
20200130,57200
20200131,56400
20200203,57200
20200204,58900
20200205,59500
20200206,61100
20200207,60400
20200210,59700
20200211,59900
20200212,60500
20200213,60700
20200214,61800
20200217,61500
20200218,59800
20200219,60200
20200220,60000
20200221,59200
20200224,56800
20200225,57900
20200226,56500
20200227,55900
20200228,54200
20200302,55000
20200303,55400
20200304,57400
20200305,57800
20200306,56500
20200309,54200
20200310,54600
20200311,52100
20200312,50800
20200313,49950
20200316,48900
20200317,47300
20200318,45600
20200319,42950
20200320,45400
20200323,42500
20200324,46950
20200325,48650
20200326,47800
20200327,48300
20200330,47850
20200331,47750
20200401,45800
20200402,46800
20200403,47000
20200406,48700
20200407,49600
20200408,48600
20200409,49100
20200410,49250
20200413,48300
20200414,49000
20200416,49000
20200417,51400
20200420,50100
20200421,49250
20200422,49850
20200423,49850
20200424,49350
20200427,49850
20200428,50100
20200429,50000
20200504,48500
20200506,49200
20200507,48800
20200508,48800
20200511,48400
20200512,47900
20200513,48550
20200514,48000
20200515,47850
20200518,48800
20200519,50300
20200520,50000
20200521,49950
20200522,48750
20200525,48850
20200526,49250
20200527,49900
20200528,50400
20200529,50700
20200601,51200
20200602,51400
20200603,54500
20200604,54600
20200605,55500
20200608,54900
20200609,55500
20200610,55400
20200611,54300
20200612,52300
20200615,49900
20200616,52100
20200617,52200
20200618,52300
20200619,52900
20200622,52000
20200623,51400
20200624,52900
20200625,51900
20200626,53300
20200629,52400
20200630,52800
20200701,52600
20200702,52900
20200703,53600
20200706,55000
20200707,53400
20200708,53000
20200709,52800
20200710,52700
20200713,53400
20200714,53800
20200715,54700
20200716,53800
20200717,54400
20200720,54200
20200721,55300
20200722,54700
20200723,54100
20200724,54200
20200727,55600
20200728,58600
20200729,59000
20200730,59000
20200731,57900
20200803,56800
20200804,57300
20200805,56900
20200806,58000
20200807,57500
20200810,57800
20200811,58200
20200812,59000
20200813,58700
20200814,58000
20200818,58400
20200819,57800
20200820,55400
20200821,55900
20200824,56100
20200825,56400
20200826,56400
20200827,55600
20200828,55400
20200831,54000
20200901,54200
20200902,54400
20200903,56400
20200904,55600
20200907,56500
20200908,58700
20200909,58400
20200910,59200
20200911,59000
20200914,60400
20200915,61000
20200916,61000
20200917,59500
