date,open,high,low,close,volume,Name
2011-12-06,21140,21400,20820,20880,14637900,삼성전자
2011-12-07,21000,21360,20820,21120,19774300,삼성전자
2011-12-08,21140,21660,20920,21280,26054050,삼성전자
2011-12-09,20980,21480,20740,21060,13819400,삼성전자
2011-12-12,21260,21680,21200,21680,12173950,삼성전자
2011-12-13,21480,21500,21000,21000,13252200,삼성전자
2011-12-14,20680,20900,20500,20800,21079500,삼성전자
2011-12-15,20580,20720,20300,20300,16980250,삼성전자
2011-12-16,20420,20900,20400,20900,12288700,삼성전자
2011-12-19,20900,20900,19680,20140,20534700,삼성전자
2011-12-20,20160,20580,20140,20240,13775800,삼성전자
2011-12-21,20700,21140,20620,21140,20415800,삼성전자
2011-12-22,20900,21060,20820,21040,10658550,삼성전자
2011-12-23,21120,21480,21120,21360,12323900,삼성전자
2011-12-26,21340,21500,21320,21320,6223450,삼성전자
2011-12-27,21360,21600,21060,21460,11309450,삼성전자
2011-12-28,21460,21460,21200,21220,11046250,삼성전자
2011-12-29,21240,21540,21140,21160,10944900,삼성전자
2012-01-02,21400,21600,21300,21600,13165000,삼성전자
2012-01-03,21860,22100,21840,22100,16952300,삼성전자
2012-01-04,22100,22200,21500,21600,17119450,삼성전자
2012-01-05,21460,21580,21100,21100,17334550,삼성전자
2012-01-06,21120,21320,20600,20800,18837650,삼성전자
2012-01-09,20800,20820,20300,20320,19358300,삼성전자
2012-01-10,20420,20720,20420,20520,20469050,삼성전자
2012-01-11,20340,20480,20280,20420,19145200,삼성전자
2012-01-12,20320,20580,20220,20560,18573100,삼성전자
2012-01-13,20560,21000,20520,20920,14650850,삼성전자
2012-01-16,20800,20800,20400,20600,11647400,삼성전자
2012-01-17,20820,20960,20480,20720,17116100,삼성전자
2012-01-18,21020,21040,20440,20600,15380400,삼성전자
2012-01-19,20760,21440,20740,21440,22402800,삼성전자
2012-01-20,21800,22100,21520,22100,25630350,삼성전자
2012-01-25,21840,22500,21840,22280,22786800,삼성전자
2012-01-26,22320,22420,21880,22260,17660600,삼성전자
2012-01-27,22400,22500,22220,22500,12753000,삼성전자
2012-01-30,22580,22600,22180,22300,16370400,삼성전자
2012-01-31,22100,22400,21780,22140,21747950,삼성전자
2012-02-01,22140,22140,21560,21580,22936550,삼성전자
2012-02-02,21720,22080,21360,21600,22449300,삼성전자
2012-02-03,21420,21680,21120,21320,17862650,삼성전자
2012-02-06,21680,21820,21320,21480,15879250,삼성전자
2012-02-07,21540,21920,21460,21860,11930550,삼성전자
2012-02-08,21980,22000,21680,21840,11844000,삼성전자
2012-02-09,21740,21800,21200,21680,24029250,삼성전자
2012-02-10,21680,21680,21220,21240,18615900,삼성전자
2012-02-13,21380,21780,21340,21660,16038000,삼성전자
2012-02-14,21680,21780,21480,21600,12325550,삼성전자
2012-02-15,21960,22760,21840,22700,28529400,삼성전자
2012-02-16,22600,22800,22420,22700,15430150,삼성전자
2012-02-17,23180,23600,23120,23520,17333800,삼성전자
2012-02-20,23560,23880,23320,23500,14827500,삼성전자
2012-02-21,23500,23960,23300,23600,10816400,삼성전자
2012-02-22,23640,24000,23440,23940,11786200,삼성전자
2012-02-23,23460,23580,23020,23200,23280450,삼성전자
2012-02-24,23060,23720,23060,23600,14248000,삼성전자
2012-02-27,23480,23600,23180,23420,8413250,삼성전자
2012-02-28,23920,24000,23620,23700,16651350,삼성전자
2012-02-29,23820,24180,23820,24120,17280900,삼성전자
2012-03-02,24300,24340,23580,23640,18034100,삼성전자
2012-03-05,23800,23820,23320,23480,11182750,삼성전자
2012-03-06,23580,23860,23340,23600,10576600,삼성전자
2012-03-07,23500,23660,23300,23440,11527700,삼성전자
2012-03-08,23600,23720,23300,23600,20310550,삼성전자
2012-03-09,23820,24620,23760,24600,18260600,삼성전자
2012-03-12,24480,24520,24200,24200,11838000,삼성전자
2012-03-13,24000,24580,24000,24420,11986400,삼성전자
2012-03-14,24600,25100,24600,25000,18366400,삼성전자
2012-03-15,25020,25200,24840,25000,14050700,삼성전자
2012-03-16,25200,25340,24760,24760,18081600,삼성전자
2012-03-19,24700,25360,24680,25200,11891650,삼성전자
2012-03-20,25340,25540,25200,25340,11940350,삼성전자
2012-03-21,25200,25200,24840,24840,12932700,삼성전자
2012-03-22,24700,25260,24700,25160,12691500,삼성전자
2012-03-23,24860,25480,24860,25220,10865350,삼성전자
2012-03-26,25360,25500,25220,25500,9240950,삼성전자
2012-03-27,25700,26220,25520,26220,14194000,삼성전자
2012-03-28,26000,26160,25900,26040,9925800,삼성전자
2012-03-29,25980,25980,25600,25600,11688850,삼성전자
2012-03-30,25400,25600,25140,25500,15298350,삼성전자
2012-04-02,25500,25980,25220,25980,12596850,삼성전자
2012-04-03,26400,26780,26040,26700,16525600,삼성전자
2012-04-04,26620,27020,26300,26400,14599350,삼성전자
2012-04-05,26040,26700,25940,26600,12934600,삼성전자
2012-04-06,26540,26680,26260,26640,10298600,삼성전자
2012-04-09,26400,26600,26120,26340,8610500,삼성전자
2012-04-10,26280,26400,26140,26220,11182750,삼성전자
2012-04-12,25660,25980,25360,25460,25285300,삼성전자
2012-04-13,25300,25540,25200,25360,35458750,삼성전자
2012-04-16,25460,25520,25000,25180,15259050,삼성전자
2012-04-17,25020,25280,24820,24980,14584350,삼성전자
2012-04-18,25540,26040,25380,25860,17266000,삼성전자
2012-04-19,25840,26140,25780,26140,13169450,삼성전자
2012-04-20,25880,25940,25560,25640,9932100,삼성전자
2012-04-23,25380,25600,25240,25580,8411450,삼성전자
2012-04-24,25300,25720,25240,25660,13254600,삼성전자
2012-04-25,26080,26300,25860,26100,13841500,삼성전자
2012-04-26,26400,26800,26340,26800,16506250,삼성전자
2012-04-27,27100,27660,27020,27480,15916700,삼성전자
2012-04-30,27900,28180,27540,27800,15796200,삼성전자
2012-05-02,28200,28360,27980,28200,18429250,삼성전자
2012-05-03,28040,28200,27960,28020,10336050,삼성전자
2012-05-04,27500,27960,26980,27200,20500650,삼성전자
2012-05-07,26840,27060,26500,26840,18923150,삼성전자
2012-05-08,26960,27040,26780,26820,12061150,삼성전자
2012-05-09,26700,26960,26480,26620,12676000,삼성전자
2012-05-10,26580,26720,26440,26540,13171700,삼성전자
2012-05-11,26300,26460,26060,26060,13687300,삼성전자
2012-05-14,26100,26540,26080,26280,15118750,삼성전자
2012-05-15,26080,26400,26000,26220,15619050,삼성전자
2012-05-16,25960,26000,24560,24600,38619450,삼성전자
2012-05-17,24600,24860,24020,24460,33171550,삼성전자
2012-05-18,24080,24100,23300,23320,30144550,삼성전자
2012-05-21,23880,24320,23800,24180,23762400,삼성전자
2012-05-22,25100,25100,24540,24800,23846900,삼성전자
2012-05-23,24800,24800,23900,24420,16194900,삼성전자
2012-05-24,24260,24500,23960,24500,15268250,삼성전자
2012-05-25,24660,24920,24460,24500,10189150,삼성전자
2012-05-29,24240,24760,24120,24760,10843800,삼성전자
2012-05-30,24760,24800,24300,24520,12719000,삼성전자
2012-05-31,24260,24260,23840,24220,22140900,삼성전자
2012-06-01,24260,24740,23980,24660,13612600,삼성전자
2012-06-04,23960,24100,23840,23920,18092000,삼성전자
2012-06-05,24020,24180,23860,24060,12872450,삼성전자
2012-06-07,24780,25300,24660,25300,20970600,삼성전자
2012-06-08,25500,25500,24900,24940,9976050,삼성전자
2012-06-11,25440,25500,25320,25360,9924550,삼성전자
2012-06-12,24920,25200,24900,25100,8816450,삼성전자
2012-06-13,25320,25480,25120,25420,9580550,삼성전자
2012-06-14,25380,25420,25120,25220,22079250,삼성전자
2012-06-15,25000,25200,24280,24340,30480600,삼성전자
2012-06-18,24800,25140,24680,24860,17625300,삼성전자
2012-06-19,24900,24940,24440,24880,14858450,삼성전자
2012-06-20,24980,25300,24900,25040,13287150,삼성전자
2012-06-21,24680,24840,24520,24540,12777650,삼성전자
2012-06-22,23780,24040,23600,23640,31347150,삼성전자
2012-06-25,23420,23560,22560,22640,41436150,삼성전자
2012-06-26,22660,22980,22580,22780,25310550,삼성전자
2012-06-27,22800,23540,22600,23340,23583650,삼성전자
2012-06-28,23340,23600,23060,23360,10421000,삼성전자
2012-06-29,23340,24020,23060,24020,18673900,삼성전자
2012-07-02,24160,24180,23420,23480,19156750,삼성전자
2012-07-03,23640,23860,23400,23500,15819000,삼성전자
2012-07-04,23640,23940,23560,23820,19183900,삼성전자
2012-07-05,23740,23880,23540,23700,9089200,삼성전자
2012-07-06,23880,23880,23060,23220,21198500,삼성전자
2012-07-09,22700,22760,22520,22520,21335250,삼성전자
2012-07-10,22700,22840,22420,22540,17787100,삼성전자
2012-07-11,22580,22660,22160,22360,18067900,삼성전자
2012-07-12,22420,22520,21820,21820,25005150,삼성전자
2012-07-13,21920,22880,21820,22780,27112600,삼성전자
2012-07-16,22900,23100,22660,23040,15286500,삼성전자
2012-07-17,22960,23560,22720,23360,15895650,삼성전자
2012-07-18,23580,23700,22760,23080,14632750,삼성전자
2012-07-19,23600,24040,23440,23900,24875200,삼성전자
2012-07-20,24040,24060,23820,23820,12012200,삼성전자
2012-07-23,23300,23400,23100,23240,12904350,삼성전자
2012-07-24,23300,23500,23180,23400,14626600,삼성전자
2012-07-25,23060,23440,22780,23160,13667650,삼성전자
2012-07-26,23380,23480,23200,23440,13666950,삼성전자
2012-07-27,23900,24660,23820,24660,26717600,삼성전자
2012-07-30,25200,25560,25020,25500,19149750,삼성전자
2012-07-31,25600,26680,25500,26180,33815150,삼성전자
2012-08-01,25840,26300,25660,26000,19090150,삼성전자
2012-08-02,26000,26080,25220,25260,16016750,삼성전자
2012-08-03,24800,25340,24760,24860,15616900,삼성전자
2012-08-06,25700,26100,25640,25960,12301200,삼성전자
2012-08-07,26060,26080,25680,25880,10291150,삼성전자
2012-08-08,26120,26560,26020,26400,19473550,삼성전자
2012-08-09,26420,26960,26360,26800,30643750,삼성전자
2012-08-10,26700,26960,26600,26960,14744750,삼성전자
2012-08-13,26840,26940,26460,26500,9898800,삼성전자
2012-08-14,26520,27000,26520,26900,14496400,삼성전자
2012-08-16,27080,27100,26760,26900,14844550,삼성전자
2012-08-17,26880,26900,25720,25900,27701250,삼성전자
2012-08-20,25400,25660,25100,25660,19991000,삼성전자
2012-08-21,25840,26040,25640,25640,15352350,삼성전자
2012-08-22,25380,25620,25140,25280,16077700,삼성전자
2012-08-23,25220,25740,24980,25740,13880000,삼성전자
2012-08-24,25400,25740,25280,25500,14146050,삼성전자
2012-08-27,23780,24060,23460,23600,63899150,삼성전자
2012-08-28,23720,24180,23600,23900,27925150,삼성전자
2012-08-29,24180,24700,24140,24600,23475850,삼성전자
2012-08-30,24560,24580,24040,24300,16231800,삼성전자
2012-08-31,24220,24680,24140,24660,20367900,삼성전자
2012-09-03,24400,24700,24020,24360,13926850,삼성전자
2012-09-04,24380,24560,24200,24360,9947700,삼성전자
2012-09-05,24100,24240,23780,23780,17455050,삼성전자
2012-09-06,24000,24060,23860,23920,12398850,삼성전자
2012-09-07,24600,25020,24400,25000,25546100,삼성전자
2012-09-10,25200,25280,25000,25000,15924050,삼성전자
2012-09-11,24800,25300,24640,25120,9930400,삼성전자
2012-09-12,25360,25900,25180,25880,18512500,삼성전자
2012-09-13,25980,26100,25620,26020,19516600,삼성전자
2012-09-14,26600,26780,26540,26720,24935900,삼성전자
2012-09-17,26720,26720,26240,26300,14910000,삼성전자
2012-09-18,26280,26720,26160,26300,11247000,삼성전자
2012-09-19,26120,26460,25960,26280,12147300,삼성전자
2012-09-20,25860,26100,25680,25740,14224400,삼성전자
2012-09-21,26000,26140,25900,26040,14918700,삼성전자
2012-09-24,26000,26560,25840,26540,13200750,삼성전자
2012-09-25,26200,26680,26200,26540,11372150,삼성전자
2012-09-26,26260,26500,26120,26500,12059850,삼성전자
2012-09-27,26540,26840,26460,26760,14553050,삼성전자
2012-09-28,27180,27200,26780,26920,17925450,삼성전자
2012-10-02,27080,27420,27040,27380,13386450,삼성전자
2012-10-04,27020,27460,26780,27340,19174000,삼성전자
2012-10-05,27740,27800,27040,27400,17854000,삼성전자
2012-10-08,27500,27580,27200,27460,12045950,삼성전자
2012-10-09,27260,27620,27260,27440,8803400,삼성전자
2012-10-10,27060,27200,26500,26500,13001150,삼성전자
2012-10-11,26200,26400,25740,26080,23813250,삼성전자
2012-10-12,26100,26240,25760,25920,15001950,삼성전자
2012-10-15,25920,26240,25740,26000,10347900,삼성전자
2012-10-16,26520,26620,26300,26600,10679450,삼성전자
2012-10-17,26840,26920,26320,26720,9023050,삼성전자
2012-10-18,26720,26820,26560,26740,10539800,삼성전자
2012-10-19,26460,26500,25980,26040,13997950,삼성전자
2012-10-22,25540,26340,25520,26300,11744200,삼성전자
2012-10-23,26380,26440,26040,26260,9264800,삼성전자
2012-10-24,25940,26180,25780,26000,13487650,삼성전자
2012-10-25,25920,26440,25820,26440,11897100,삼성전자
2012-10-26,26120,26240,25740,25740,13817650,삼성전자
2012-10-29,25960,25980,25580,25980,11471550,삼성전자
2012-10-30,25980,26080,25840,25960,6665000,삼성전자
2012-10-31,26120,26240,25980,26200,10621400,삼성전자
2012-11-01,25900,26040,25800,25940,10460250,삼성전자
2012-11-02,26380,26660,26260,26540,18529600,삼성전자
2012-11-05,26560,26980,26400,26820,13070650,삼성전자
2012-11-06,26980,26980,26640,26980,8984500,삼성전자
2012-11-07,26860,27240,26700,27240,9692350,삼성전자
2012-11-08,26960,27140,26820,27000,15343100,삼성전자
2012-11-09,26700,27020,26520,26820,14556200,삼성전자
2012-11-12,26620,26940,26620,26900,6960650,삼성전자
2012-11-13,26940,26980,26520,26980,7329700,삼성전자
2012-11-14,27140,27140,26920,27100,10441400,삼성전자
2012-11-15,26700,26760,26520,26620,9962950,삼성전자
2012-11-16,26440,26520,26020,26140,12186200,삼성전자
2012-11-19,26300,26840,26260,26640,10141850,삼성전자
2012-11-20,27060,27300,26920,27280,13429300,삼성전자
2012-11-21,27520,27940,27440,27680,17795050,삼성전자
2012-11-22,27880,28380,27820,28340,14965900,삼성전자
2012-11-23,28440,28840,28340,28740,12338450,삼성전자
2012-11-26,28840,28860,27980,28080,13757750,삼성전자
2012-11-27,28100,28560,28080,28320,11844200,삼성전자
2012-11-28,28000,28760,27920,28260,14071300,삼성전자
2012-11-29,28040,28440,28040,28280,13112800,삼성전자
2012-11-30,28460,28500,27980,28120,16440500,삼성전자
2012-12-03,28400,28720,28160,28600,10228600,삼성전자
2012-12-04,28640,28680,28400,28600,9510650,삼성전자
2012-12-05,28600,29100,28540,29100,12444700,삼성전자
2012-12-06,29360,29420,28680,29080,14257200,삼성전자
2012-12-07,29000,29960,29000,29600,15887800,삼성전자
2012-12-10,30120,30120,29700,29820,13062950,삼성전자
2012-12-11,29960,29960,29380,29520,12664700,삼성전자
2012-12-12,29460,29920,29460,29800,15247450,삼성전자
2012-12-13,30000,30660,29860,30660,30711450,삼성전자
2012-12-14,30320,30720,30160,30300,13956050,삼성전자
2012-12-17,30020,30480,29940,30060,15518600,삼성전자
2012-12-18,30000,30320,29900,30300,13562350,삼성전자
2012-12-20,30300,30580,29900,30060,20137000,삼성전자
2012-12-21,29860,29920,28800,28840,27675500,삼성전자
2012-12-24,28960,29520,28840,29480,14535100,삼성전자
2012-12-26,29600,30060,29400,29400,14091000,삼성전자
2012-12-27,29400,30000,29400,29920,9145450,삼성전자
2012-12-28,29760,30600,29740,30440,10613300,삼성전자
2013-01-02,30660,31520,30540,31520,11463700,삼성전자
2013-01-03,31640,31680,30860,30860,14246350,삼성전자
2013-01-04,30800,30840,30200,30500,13006000,삼성전자
2013-01-07,30300,30560,30000,30400,12621800,삼성전자
2013-01-08,30260,30340,29960,30000,13837850,삼성전자
2013-01-09,30000,30260,29820,30000,12686000,삼성전자
2013-01-10,30300,30680,30000,30600,14674100,삼성전자
2013-01-11,30960,30960,30140,30660,11949100,삼성전자
2013-01-14,30780,31040,30560,31040,8030100,삼성전자
2013-01-15,31200,31200,30240,30240,10738450,삼성전자
2013-01-16,30280,30520,29660,29840,16252900,삼성전자
2013-01-17,30040,30040,29000,29380,20249950,삼성전자
2013-01-18,29600,29740,29100,29600,12530050,삼성전자
2013-01-21,29280,29500,28960,29080,14539200,삼성전자
2013-01-22,28900,29740,28900,29600,11958300,삼성전자
2013-01-23,30000,30040,29460,29460,9337450,삼성전자
2013-01-24,29360,29380,28820,29060,16007300,삼성전자
2013-01-25,29200,29220,28100,28340,21820900,삼성전자
2013-01-28,27920,28020,27420,27440,30935400,삼성전자
2013-01-29,27800,28360,27600,28180,21635950,삼성전자
2013-01-30,28520,28800,28240,28800,16192400,삼성전자
2013-01-31,28600,28960,28440,28960,16052800,삼성전자
2013-02-01,29200,29200,28440,28820,11576200,삼성전자
2013-02-04,29000,29060,28340,28740,12861900,삼성전자
2013-02-05,28300,28860,28280,28700,11388100,삼성전자
2013-02-06,28800,28860,28540,28540,6897150,삼성전자
2013-02-07,28780,28780,28400,28400,9721100,삼성전자
2013-02-08,28360,29400,28300,29240,13423850,삼성전자
2013-02-12,29680,29680,29180,29360,8419750,삼성전자
2013-02-13,29480,29780,29120,29740,9209050,삼성전자
2013-02-14,29800,29880,29540,29800,7534100,삼성전자
2013-02-15,29800,29960,29540,29960,7599950,삼성전자
2013-02-18,29800,30020,29620,29800,7109950,삼성전자
2013-02-19,29600,29980,29580,29840,6132250,삼성전자
2013-02-20,30040,30900,29940,30900,18039350,삼성전자
2013-02-21,30800,31160,30700,31000,13123650,삼성전자
2013-02-22,30600,30960,30400,30600,13852650,삼성전자
2013-02-25,30980,30980,30600,30600,8897550,삼성전자
2013-02-26,30300,30760,30160,30540,9244750,삼성전자
2013-02-27,31180,31180,30380,30540,8938200,삼성전자
2013-02-28,30600,31080,30600,30880,12784200,삼성전자
2013-03-04,31260,31260,30600,30780,13276850,삼성전자
2013-03-05,31120,31280,30960,31000,9294600,삼성전자
2013-03-06,31440,31500,30940,31200,10148650,삼성전자
2013-03-07,30960,31000,30240,30400,13482700,삼성전자
2013-03-08,30300,30340,29780,29980,18941000,삼성전자
2013-03-11,29860,30240,29700,30160,13748250,삼성전자
2013-03-12,30080,30240,29800,29880,8746550,삼성전자
2013-03-13,30120,30580,30020,30540,11303550,삼성전자
2013-03-14,30560,30680,29980,30400,12557800,삼성전자
2013-03-15,30580,30580,29600,29600,36618350,삼성전자
2013-03-18,29200,29200,28680,28900,26439550,삼성전자
2013-03-19,29000,29840,28960,29500,13977100,삼성전자
2013-03-20,29200,29700,29120,29200,13515750,삼성전자
2013-03-21,29220,29480,29120,29140,11768550,삼성전자
2013-03-22,29160,29360,29040,29100,10687100,삼성전자
2013-03-25,29600,29900,29400,29900,10272050,삼성전자
2013-03-26,29900,30440,29820,30180,16830000,삼성전자
2013-03-27,30300,30320,29740,30080,12881400,삼성전자
2013-03-28,30060,30200,29940,30200,7989600,삼성전자
2013-03-29,30480,30640,30340,30540,9533700,삼성전자
2013-04-01,30700,30700,30240,30240,5295500,삼성전자
2013-04-02,30200,30640,30200,30500,8574850,삼성전자
2013-04-03,30520,30560,30180,30420,10882700,삼성전자
2013-04-04,30340,30380,29980,30120,10700450,삼성전자
2013-04-05,30100,30320,29860,30100,14977350,삼성전자
2013-04-08,30100,30620,29940,30400,12959500,삼성전자
2013-04-09,30540,30600,30200,30560,9244000,삼성전자
2013-04-10,30800,30800,30260,30420,11779700,삼성전자
2013-04-11,30420,30800,30360,30800,11291500,삼성전자
2013-04-12,30800,31000,30260,30340,10744050,삼성전자
2013-04-15,30060,30700,30060,30460,10767300,삼성전자
2013-04-16,30100,30640,30020,30560,18551850,삼성전자
2013-04-17,31320,31320,30280,30360,10491100,삼성전자
2013-04-18,30400,30440,29620,29660,13358400,삼성전자
2013-04-19,29300,29840,29100,29500,15704000,삼성전자
2013-04-22,29800,30060,29300,30060,9335850,삼성전자
2013-04-23,30000,30060,29480,29660,8864850,삼성전자
2013-04-24,29700,29880,29480,29720,10086550,삼성전자
2013-04-25,29400,29880,29400,29880,10463900,삼성전자
2013-04-26,29900,29940,29440,29720,11651600,삼성전자
2013-04-29,29820,29840,29500,29620,8500150,삼성전자
2013-04-30,29800,30600,29760,30400,18705000,삼성전자
2013-05-02,30520,30640,30340,30560,10048950,삼성전자
2013-05-03,30700,30740,30420,30700,6559050,삼성전자
2013-05-06,30800,30800,30240,30280,8654300,삼성전자
2013-05-07,30160,30160,29820,29860,11434500,삼성전자
2013-05-08,29860,29960,29580,29760,14921950,삼성전자
2013-05-09,29800,30400,29780,30300,10806150,삼성전자
2013-05-10,30280,30280,29520,29520,11794850,삼성전자
2013-05-13,29420,29600,29240,29540,8750100,삼성전자
2013-05-14,29740,30000,29660,30000,9002650,삼성전자
2013-05-15,29700,30000,29680,30000,10594800,삼성전자
2013-05-16,30020,30280,30000,30160,14657550,삼성전자
2013-05-20,30040,30240,29920,29940,12288850,삼성전자
2013-05-21,30200,30200,29700,29840,11600400,삼성전자
2013-05-22,30080,30200,29820,30180,9923100,삼성전자
2013-05-23,29840,30040,29680,29680,11994150,삼성전자
2013-05-24,29740,29880,29440,29720,10190600,삼성전자
2013-05-27,29800,29980,29740,29780,6146400,삼성전자
2013-05-28,29620,29920,29620,29680,11588050,삼성전자
2013-05-29,29680,30460,29660,30240,14760550,삼성전자
2013-05-30,30360,30980,30240,30880,22778000,삼성전자
2013-05-31,30920,31180,30740,30760,18025050,삼성전자
2013-06-03,30720,31180,30560,30640,10309450,삼성전자
2013-06-04,30660,30840,30420,30800,8496600,삼성전자
2013-06-05,30980,31060,30420,30420,13590650,삼성전자
2013-06-07,29500,29700,28480,28540,54290800,삼성전자
2013-06-10,28400,28860,28280,28500,26677700,삼성전자
2013-06-11,28220,28380,27560,27780,34613000,삼성전자
2013-06-12,27560,28060,27240,27700,22887650,삼성전자
2013-06-13,27600,27940,27140,27140,33509850,삼성전자
2013-06-14,27300,27540,27140,27380,17558350,삼성전자
2013-06-17,27400,27560,27300,27320,11758450,삼성전자
2013-06-18,27360,27740,27200,27740,11043050,삼성전자
2013-06-19,27640,27700,27280,27380,10270250,삼성전자
2013-06-20,26860,26960,26520,26580,17817950,삼성전자
2013-06-21,25880,26660,25800,26500,27677800,삼성전자
2013-06-24,27000,27000,26260,26260,15847900,삼성전자
2013-06-25,26020,26360,25760,25940,20774950,삼성전자
2013-06-26,26020,26100,24900,25220,31751200,삼성전자
2013-06-27,25900,26880,25720,26780,25756150,삼성전자
2013-06-28,27000,27000,26580,26840,20961250,삼성전자
2013-07-01,26680,26920,26440,26520,12825950,삼성전자
2013-07-02,26800,27040,26600,26700,10214450,삼성전자
2013-07-03,26680,26780,25900,26020,12822050,삼성전자
2013-07-04,26040,26340,25920,26340,9042650,삼성전자
2013-07-05,25720,26300,25200,25340,30382800,삼성전자
2013-07-08,25000,25160,24180,24520,26480150,삼성전자
2013-07-09,24600,25000,24580,24740,19694950,삼성전자
2013-07-10,24900,25040,24740,24960,17305650,삼성전자
2013-07-11,25020,26240,25020,26240,20788350,삼성전자
2013-07-12,26400,26480,26020,26240,11391300,삼성전자
2013-07-15,26300,26380,25700,26260,9629600,삼성전자
2013-07-16,26360,26420,25800,25960,9300950,삼성전자
2013-07-17,26020,26600,25720,26400,12302300,삼성전자
2013-07-18,26500,26500,25840,25840,15704200,삼성전자
2013-07-19,25760,25900,25280,25460,16271300,삼성전자
2013-07-22,25600,25780,25300,25460,10351150,삼성전자
2013-07-23,25460,26140,25440,26140,11948900,삼성전자
2013-07-24,26140,26340,25900,26300,8772650,삼성전자
2013-07-25,26340,26440,26160,26300,8495650,삼성전자
2013-07-26,26280,26380,25980,26060,13619550,삼성전자
2013-07-29,25820,26000,25580,25660,11821850,삼성전자
2013-07-30,25540,25900,25540,25800,9425350,삼성전자
2013-07-31,25600,25800,25580,25600,12735500,삼성전자
2013-08-01,25700,25760,25480,25600,9058900,삼성전자
2013-08-02,25860,26000,25640,25720,11241350,삼성전자
2013-08-05,25660,25660,25480,25480,8079850,삼성전자
2013-08-06,24900,25440,24900,25080,14493700,삼성전자
2013-08-07,24740,24800,24440,24440,15778100,삼성전자
2013-08-08,24260,24700,24260,24340,17910800,삼성전자
2013-08-09,24580,24820,24400,24600,12080200,삼성전자
2013-08-12,24600,24960,24500,24640,10140600,삼성전자
2013-08-13,24880,25800,24840,25800,20929450,삼성전자
2013-08-14,25780,26000,25700,26000,13005100,삼성전자
2013-08-16,25720,26020,25640,25900,11416600,삼성전자
2013-08-19,25720,25920,25600,25720,6499850,삼성전자
2013-08-20,25920,26100,25380,25380,14230950,삼성전자
2013-08-21,25300,25640,25120,25120,12346050,삼성전자
2013-08-22,25000,25340,24900,25100,11984850,삼성전자
2013-08-23,25600,26000,25420,25900,17203400,삼성전자
2013-08-26,26020,26100,25920,26000,11519650,삼성전자
2013-08-27,26140,26180,25900,26080,9130800,삼성전자
2013-08-28,25680,26200,25680,26180,9492550,삼성전자
2013-08-29,26340,26960,26280,26880,16315000,삼성전자
2013-08-30,27200,27360,27020,27360,17135800,삼성전자
2013-09-02,27360,27420,27000,27020,10081600,삼성전자
2013-09-03,27280,27280,26520,26740,11798500,삼성전자
2013-09-04,26600,27080,26420,26800,10920050,삼성전자
2013-09-05,27400,27420,27160,27300,15100100,삼성전자
2013-09-06,27400,27500,27160,27380,11937950,삼성전자
2013-09-09,27420,27500,27260,27460,9291550,삼성전자
2013-09-10,27380,27920,27360,27920,14717650,삼성전자
2013-09-11,27960,28040,27700,28040,13353000,삼성전자
2013-09-12,28100,28480,27900,28200,21805400,삼성전자
2013-09-13,28180,28200,27920,28120,12281500,삼성전자
2013-09-16,28460,28500,28220,28500,11710700,삼성전자
2013-09-17,28400,28400,27620,27720,17181350,삼성전자
2013-09-23,27300,27620,27060,27200,24362900,삼성전자
2013-09-24,26840,27580,26760,27460,15138900,삼성전자
2013-09-25,27340,27480,27020,27280,11176450,삼성전자
2013-09-26,27280,27440,27120,27440,10374700,삼성전자
2013-09-27,27500,27540,27260,27320,11613250,삼성전자
2013-09-30,27320,27640,27200,27340,11650900,삼성전자
2013-10-01,27600,27660,27200,27640,9773150,삼성전자
2013-10-02,27960,28500,27800,28360,17586350,삼성전자
2013-10-04,28760,28840,28280,28360,15753700,삼성전자
2013-10-07,28740,28740,28500,28720,10228250,삼성전자
2013-10-08,28340,28660,28340,28600,10546000,삼성전자
2013-10-10,28420,28640,28420,28600,13819000,삼성전자
2013-10-11,28800,28940,28720,28860,11254150,삼성전자
2013-10-14,28960,28980,28760,28760,7373700,삼성전자
2013-10-15,29000,29140,28900,29140,10023650,삼성전자
2013-10-16,29380,29380,28900,29000,8010600,삼성전자
2013-10-17,29200,29360,29080,29260,9099350,삼성전자
2013-10-18,29440,29500,29260,29440,7852150,삼성전자
2013-10-21,29500,29780,29080,29280,7126050,삼성전자
2013-10-22,29200,29200,28680,29100,12353250,삼성전자
2013-10-23,29280,29280,28720,28840,8598450,삼성전자
2013-10-24,28620,28980,28580,28980,8915650,삼성전자
2013-10-25,29000,29040,28660,28980,6735300,삼성전자
2013-10-28,29300,29700,29160,29640,11307700,삼성전자
2013-10-29,29800,29800,29560,29800,10334900,삼성전자
2013-10-30,29700,30000,29680,30000,10588400,삼성전자
2013-10-31,29960,30040,29300,29300,12647050,삼성전자
2013-11-01,29800,30000,29360,30000,11357700,삼성전자
2013-11-04,29840,30040,29780,29980,10887800,삼성전자
2013-11-05,30040,30040,29440,29700,8009300,삼성전자
2013-11-06,29960,29960,28980,29020,12218400,삼성전자
2013-11-07,29020,29080,28500,28740,13006800,삼성전자
2013-11-08,28220,28560,28140,28200,13681350,삼성전자
2013-11-11,28500,28680,28180,28560,8563850,삼성전자
2013-11-12,28800,29320,28720,29120,9784900,삼성전자
2013-11-13,28900,28980,28380,28380,9995200,삼성전자
2013-11-14,29100,29100,28480,28480,10132150,삼성전자
